CLIENTNUMBER,EntityType,ClientName,UnitDescription,Street,City,State_Prov,Country,Fax Number,EMail,URL,Zip Code,Telephone Number,Date Acquired,CountryCode,Industry,DateEntered,ClientType,AccountOfficer,ContactPerson
55609,2,RESEARCH PRODUCTS COMPANY,,"Div. of McShares, Inc.",P.O. Box 1460,Salina KS 64702-1460,UNITED STATES OF AMERICA,785-825-8908,,,,785-833-2625,,USA,,8/8/2014,D,Doris Teasley Chase,Doris Teasley Chase
55613,,RUSS AUGUST & KABAT,,"12424 Wilshire Blvd., Suite 1200","Los Angeles, California 90025",,,,,,,,,USA,,2/17/2016,D,,
55617,2,ALPMANN FROHLICH,,Verspoel 12,48143 Munster,Germany,GERMANY,49-251 41701-53,ip@alpmann-froelich.de,,,,,GER,,8/8/2014,D,,
55620,2,OLYMPIC COUNCIL OF ASIA,,PO Box 6706,"Hawalli 32042, Kuwait",,,,,,,,,,,8/8/2014,D,,
55626,,BAKER & MCKENZIE. WONG & LEOW,8 Marina Boulevard,#05-01 Marina Bay Financial Centre Tower 1,Singapore 018981,,, 6337 5100,yew.kuin.cheah@bakermckenzie.com,,, 6434 2644,,,,9/9/2014,,,
55632,,WINKLER PARTNERS,Mr. Peter Dernbach,12F No. 86 Chongcing South Road Sec. 1,"Taipei 10045, Taiwan",,,,,,,,,,,9/4/2014,D,,
55638,2,ERDEM KAYA PARTNERS,,Is Mrl. No:6 D:8 Nilufer,"16110, Bursa,",,TURKEY,????,,,,????,,TUR,,8/8/2014,D,,
55644,2,"MACMILLAN, SOBANSKI & TODD, LLC",,"One Maritime Plaza, Fifth Floor",720 Water Street,"Toledo, Ohio 43604-1853",UNITED STATES OF AMERICA,419-255-9639,,,,419-255-5900,,USA,,6/14/2017,D,,
55649,2,FERDINAND IP,,24 IP Law Group,129 Post Road East,"Westport, Connecticut 06880",UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55651,1,"DIGITAL SPACE EXPLORER, INC.",,Mr. Roman Mercado,"4889 Pasay Road, Dasmariñas Village",Makati City,PHILIPPINES,,,,,,,PH,,5/26/2015,P,,
55653,2,J&J CORPORATE - USA I141P,,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55656,2,UDAKA & PARTNERS Intellectual Property Law Firm,,"No. 2 Azuma Bldg. 5fl, 14,","kandasakumacho 1-chome,","Chiyoda-ku, Tokyo 101",JAPAN,03-3255-6747,,,,03-3255-6746,,JPN,,9/28/2018,D,,
55660,2,PARKS IP LAW LLC,,730 Peachtree Street NE,"Suite 600, Atlanta, Georgia 30308",,UNITED STATES OF AMERICA,,,,,,,USA,,8/8/2014,D,,
55665,2,MQ HOLDINGS CORPORATION,,"Q Plaza Commecial Center,","Felix Avenue, Cainta, Rizal",,PHILIPPINES,,,,,,,PH,,7/26/2016,P,,
55668,2,CHIEVER BV,,barabara Strozzilaan 201,1083 HN Amsterdam,,NETHERLANDS,,,,,,,NL,,8/8/2014,D,,
55672,,MARKS & CLERK AUSTRALIA,"Level 5, 412 Collins Street",Melbourne Victoria 3000,,,,613-96001829,australia@marks-clerk.com.au,,,613-90179240,,AUS,,8/20/2014,,,
55677,,MANAGED LEGAL SERVICES,1120 Pearl Street,Boulder CO 80302,,,,,,,,,,,,9/4/2014,D,,
55679,,YESWON INTERNATIONAL PATENT & LAW OFFICES,"5th Floor, Doowon Building","827-20 Yeoksam-dong, Kangnam-ku","Seoul, 135-080 Korea",,,,,,,,,,,9/23/2014,,,
55691,,"ALLERGAN, INC.",2525 Dupont Drive,"Irvine, CA 92612",,,,,,,,,,USA,,5/31/2016,D,,
55696,1,JONES DAY,,222 East 41st Street,"New York, New York 10017",,,,,,,,,JPN,,8/2/2016,D,,Ms. Nereyda A. Desoto
55700,,"NORTHERN OPERATING SERVICES ASIA, INC.","5th Floor Science Hub Tower 2, McKinley Hill,","Fort Bonifacio, Taguig City",,,,,,,,,,,,3/14/2017,P,,Geline Gurrea
55704,,JUN HE,"20F, China Resources  Building",8 Jianguomenbei Avenue,"Beijing 100005, P.R. China",,CH,,,,,,,CH,,9/25/2014,D,,Ms. Ruini Rita Liu
55708,1,WONG PARTNERSHIP LLP,,12 Marina Boulevard Level 28,Marina Bay Financial Centre Tower 3,Singapore 018982,,,,,,,,SG,,6/11/2018,D,,Lam Chung Nian
55712,,TOKYO CHIZAI PATENT OFFICE,,Kyobashi Kyodo Building 4th Floor,"5-5 Kyobashi 1-chome, Chuo-ku,",Tokyo 104-0031 Japan,JPN,,,,,,,JPN,,2/13/2015,D,,
55717,,PATHOLOGY & CLINICAL LABORATORY PTE LTD.,,"45, Kallang Pudding Road, #05-01/04,","Alpha Building, Singapore 349317",,,,,,,,,,,8/14/2018,D,,Mr. JM Lim
55729,,HEALTHYEATS INC.,,"Medicard Lifestyle Center, Ground Floor",51 Paseo de Roxas,,,,,,,,,,,2/26/2015,P,,
55735,,AUSTIN RAPP & HARDMANN,,"170 South Main Street, Suite 735","Salt Lake City, Utah 84101",,,801-606-2774,austin@austin-rapp.com,,,801-931-5505,,,,2/23/2015,D,,
55746,,JOHNSON & JOHNSON CORPORATE,,One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933",,USA,,,,,,,USA,,12/11/2014,D,,
55750,,TUMEY LLP,,,,,,,,,,,,,1,11/12/2014,D,,
55758,,"MINISTOP CO., LTD.",,"1-5-1 Nakase, Mihama-ku","Chiba-shi, Chiba 261-8540 Japan",,,81-43-212-6746,,,,81-43-212-6483,,,,1/20/2015,D,,Hidetoshi Kimura
55769,1,VALEANT PHARMACEUTICAL LUXEMBOURG SarL,,3013 Lake Drive,CityWest Business Campus,Dublin 24,IR,,,,,,,,,3/10/2017,D,,
55774,,EBEL WATCHES SA,c/o BMG Avocats,"8C, Avenue de Champel,",Case Postale 385,"1211 Geneva 12,",SW,,,,,,,,,9/1/2016,D,,Giovanni Atdjian
55782,1,HIBIKI IP LAW FIRM,,"Asahi Bldg. 5th Floor, 3-33-8,","Tsuruya-cho, Kanagawa-ku, Yokohama-shi,",Kanagawa 221-0835,JPN,81-45-412-6703,,,,81-45-412-6701,,JPN,1,6/16/2015,D,,
55787,,NANYANG TECHNOLOGICAL UNIVERSITY,,c/o Rajah & Tann Singapore LLP,"9 Battery Road, #25-01",Straits Trading Building Singapore 049910,SG,,,,,,,SG,,11/22/2017,D,,
55793,,"FBM GAMING, INC.",,"2600 W. Albany St., Suite A","Broken Arrow, OK 74012",,USA,,,,,,,USA,1,8/27/2015,D,,
55805,,"ARS PRIVILEGIUM, S.L.",,"C/Felipe IV n 10, Bajo Izq.",(28014) Madrid,,Spain,,,,,,,ES,1,5/28/2015,D,,
55811,,XIAMEN HUAXIA TRADEMARK LAW OFFICE LIMITED COMPANY,,"27C Guomao Bldg., 388# Hubinman Road,","Siming Districk, Xiamen, Fujian, China",,CH,,,,,,,CH,,7/12/2018,D,,
55816,,MARIA ANTONIA CU UNJIENG,Interpacific Ventures and Management Inc.,"6947 Rosal Street, Guadalupe Viejo,",Makati City,,PH,,,,,,,PH,,1/27/2015,P,,
55830,,SHAKEY'S INTERNATIONAL LIMITED,"RSBS Compound Km. 12, East Service Road","Taguig, Metro Manila",,,,,,,,,,,,6/30/2015,D,,"Mr. Leopoldo Prieto, Jr."
55838,,SMITH RISLEY TEMPEL SANTOS LLC,,"1055 Prince Avenue, Athens GA 30606",,,Greece,,,,,,,,,5/25/2015,D,,
55849,1,INSTITUTE OF INTELLECTUAL PROPERTY,Seiko Takebashi Kyodo Building 5 Floor,"3-11 Kanda Nishikicho, Choyoda-ku, Tokyo 101-0054",Japan,,,,,,,,,,,3/25/2015,D,,Fumio Ishikawa
55852,1,HANYANG INTERNATIONAL PATENT AND LAW FIRM,,"HANYANG BUILDING, 12 Nonhyeon-ro","38-gil, Gangnam-gu, Seoul 135-854",Republic of Korea,,,,,,,,KR,,6/15/2016,D,,
55867,,TOKI INTERNATIONAL PATENT FIRM,"2F, Kotobukicho-yoshida Bldg.,","5-9, Kotobuki 3-chome, Taito-ku,","Tokyo, 111-0042, Japan",,JPN,813-5830-1268,UIH57543@nifty.com,,,813-5830-1267,,JPN,,2/4/2015,D,,Mitsuo Kuribayashi
55885,1,CANTALUPPI & PARTNERS,,"Via Pellegrino Strobel, 8",I-20133 Milao,Italy,, 02 7060 7958,,,, 02 7063 6213,,IT,,12/15/2016,D,,Marco Sparado
55898,,GRIMES LLC,,3501 Bonita Bay Blvd.,"Bonita Springs, FL 34134",,USA,(239) 301-2215,,,,(239) 330-9000,,USA,,3/20/2015,D,,Ms. Myriam Milfort
55901,,"BOON RAWD BREWERY CO., LTD.",c/o Rajah & Tann Singapore LLP,"9 Battery Road, #25-01",Straits Trading Building,Singapore 049910,SG,,,,,,,SG,,1/28/2015,D,,
55906,,"BAKER  & MCKENZIE ABOGADOS, S.C.",,.,,,,,,,,,,,1,1/18/2017,D,,
55914,,MURAYAMA & TANAKA,Cross Office Shibuya,"6F 1-12-2 Shibuya, Shibuya-ka Tokyo","150-002, Japan",,,,,,,,,,,2/10/2015,D,,
55919,,JOHNSON & JOHNSON PTE. LTD. SINGAPORE,,One Johnson & Johnson Plaza,"New Brunswick, NJ 08933",,USA,,,,,,,USA,,1/28/2015,D,,
55940,,ALILA INTERNATIONAL SERVICES CORPORATON,,c/o Rajah & Tann Singapore LLP,"9 Battery Road #25-01,","Straits Trading Building,",SG,,,,,,,SG,,2/25/2015,D,,Nor Ainah Md  Ali
55952,,BRISTOWS LLP,,100 Victoria Embankment,"London, EC4Y 0DH",United Kingdom,UK,,,,,,,UK,,2/23/2015,D,,Ms. Alex May
55957,,CATHOLIC BISHOP'S CONFERENCE OF THE PHILIPPINES,"3/F CBCP Building,",470 Gen. Luna Street.,Intramuros,Manila,,,,,,,,PH,,2/10/2015,,,
55975,1,TAKEDA GMBH,,P.O Box 1003 10,Byk-Gulden-Str. 2,78467 Konstanz,,,,,,,,GER,,8/10/2015,D,,
55986,,FIRST DATACORP.,,Mr. Jorge Buenaventura,"3F Citibank Center, 8741 Paseo de Roxas",Makati City,,,,,,,,PH,,4/22/2015,P,,Mr. Jorge Buenaventura
55994,1,NEC CORPORATION,,Intellectual Property Managment Division,,,,,,,,,,,,9/15/2017,D,,
56009,1,"SHADDOCK LAW GROUP, PC",,"1209 Independence Blvd, Suite 106","Virginia Beach, VA 23455",,,,Peter@shaccock-law.com,,,,,,,4/1/2015,D,,Peter A. Shaddock II
56020,,LEE HAZELWOOD,20 Carlton House Terrace,"London, SWIY 5 AN",,,,,,,,,,,,3/10/2015,D,,LEE HAZELWOOD
56047,,"NEW GEN MARKETING, INC.",,Rm. 501 Cedar Executive Building II,"Timog Ave. cor Scout Tobias,",Quezon City,,,,,,,,PH,,4/29/2015,P,,Mr. Albert Alex Uson
56053,1,SWISS REINSSURANCE COMPANY LTD.,,"Mythenqual 50/60, 8022 Zurich,",Switzerland,,,,Intellectual_Property@swissre.com,,,41 43 285 8508,,SW,,4/27/2015,D,,
56066,1,PERKINS COIE LLP,,"131 S. Dearborn Street, Suite 1700","Chicago, IL 60603-5559",,,,,,,,,USA,,7/21/2015,D,,
56081,,"PROTEUS DIGITAL HEALTH, INC.",,"2600 Bridge Parkway, Suite 101 Redwood City,",CA 94065,USA,,,,,,,,USA,,4/29/2015,D,,
56095,,GRUNENTHAL GMBH,,,,,,,,,,,,,,4/14/2015,,,
56109,1,K&L GATES LLP,,K&L Gates Center,210 Sixth Avenue,"Pittsburgh, PA 15222-2613",,,,,,,,USA,,5/7/2015,D,,
56118,,DAI-ICHI INTERNATIONAL PATENT OFFICE,,"10-5, Shiba 4-chome, Minato-ku,","Tokyo 1080014,",Japan,,,,,,,,JPN,,5/22/2015,D,,Shinji Iwasaki
56130,,ALLEN & OVERY LLP,,"One Bishops Square,",London E1 6AD,,United Kingdom,,,,,,,UK,,6/1/2015,D,,Alexandra Rendell
56142,,D.R. Choi International Patent Office,,"7F, Jinran Joegwan, 23,","Hyoryeong-ro 53 Gil, Seocho-ku,",Seoul 137-876 Korea,,,,,,,,KR,,7/20/2015,D,,
56156,,NOMOTO & KIRIYAMA INTERNATIONAL PATENT OFFICE,,,,,,,,,,,,,,,,,
56163,1,AXIOM MARK CONSULTANTS,,"Belshalat Building, 3rd Floor","Suite 311, Karama Street","Post Box 118587, Dubai",United Arab Emirates,,,,,,5/31/2015,AE,,6/24/2015,D,,Joyce Bernasol
56174,,DE BEERS UK LIMITED,,"17 Charter House Street,",London EC1N 6RA,,,,,,,,,,,6/15/2015,D,,
56181,1,SHAKEY'S INTERNATIONAL LIMITED,,WOW Center,"15KM East Service Road corner Marian Road 2,","Brgy. San Martin de Porres, Paranaque City",PHILIPPINES,,,,,,,PH,,5/11/2018,P,,
56185,1,"JANSSEN BIOTECH, INC.","c/o Johnson & Johnson Services, Inc.",One Johnson & Johnson Plaza,"New Brunswick, New Jersey 08933-7001",,USA,,,,,,,USA,,7/24/2015,D,,
56209,,BRANTS AND PATENT INTELLECTUAL PROPERTY,,Pauline Van Pottelsberghelaan 24,B-9051 Ghent.,Belgium,,32-09 230 1282,info@brantsandpatents.com,,,32-09 230 8338,,BEL,,8/12/2015,D,,
56216,,BAKER HOSTETLER,,"2929 Arch Street, Cira Centre,","12th Floor, Philadelphia, PA",19104-2891,,,,,,,,USA,,7/20/2015,D,,
56217,,,"Fl. 3, 292 FuSing South Road,","Sec. 2 Taipei, Taiwan",,,,886-2-8732-7211,,,,886-2-8732-7207,,,,11/6/2015,,,ALFRED LEI
56220,,JGM BUSINESS SOLUTIONS INC.,,6932 Mileguas cor. Adalla Sts. Guadalupe Viejo,Makati City,,Philippines,,,,,,,PH,,7/15/2015,P,,Joselito P. Jalandoni
56249,,URBAN INTERNATIONAL PATENT FIRM,,.,,,JAPAN,,,,,,8/3/2015,,,9/7/2015,D,,
56253,1,"NEXSEN PRUET, PLLC",,"4141 Parklake Avenue, Suite 200","Raleigh, NC 27612 USA",,,919.573.7460,emills@nexsenpruet.com,,,919.573.7439,8/4/2015,,,8/7/2015,,,Mr. Eric Mills
56271,1,AURINIA PHARMACEUTICALS INC.,,"#201, 17904-105 Avenue","Edmonton, Alberta",AB T5S 2H5-Canada,,,,,,,,CA,,8/25/2015,D,,Lis Walker
56285,1,"WOODARD, EMHARDT, MORIARTY, MCNETT & HENRY, LLP",,"111 Monument Circle, Suite 3700","Indianapolis, NA 46204-5137",,,,mpaul@uspatent.com,,,,,,,8/25/2015,D,,LIsabeth H. Coakley
56306,1,S. NODA & ASSOCIATES,,"4-2-401, Kagurazaka, Shinjuku-ku","Tokyo 162-0825, Japan",,,813-3266-1669,,,,813-3266-1667,,,,9/22/2015,D,,Shigeru Noda
56317,1,ALFRED & JASON INTERNATIONAL PATENTS & TRADEMARKS,,"P.O. Box 82-144,","Taiwan, R.O.C.",,,886-2-7211,,,,886-2-8732-7207,,,,3/29/2016,D,,ALFRED LEI
56320,,MEIYU PATENT OFFICE,,"13-10, Kaidecho-Hachinotsubo,","Muko, Kyoto 617-0004, Japan",,,81-75-925-5242,,,,81-75-925-5241,,JPN,,11/2/2015,D,,Nobuo Kasamatsu
56339,2,"ONMEDIA CREATIVE SOLUTIONS, INC.",,1503 Robinsons Equitable Tower,"ADB Avenue, Ortigas Center, Pasig City",,,,,,,,10/8/2015,PH,,11/2/2015,P,,Mr. Armand Sazon
56342,,AUTO & GENERAL HOLDINGS PTY LTD.,,c/o Rajah & Tann Singapore LLP,"9 Battery Road, #25-01",Straits Trading Building,Singapore 049910,,,,,,,SG,,12/15/2015,D,,Mr. Kenenth Thng
56353,,FOX ROTHSCHILD LLP,Suite 300,"Los Angeles, CA 90067-1506",,,,310-556-9828,lkozak@foxrothschild.com,,,310-598-4156,,,,11/10/2015,D,,
56364,,INTECSER,,"Calle de Goya, 127","28009 Madrid, Spain",,,,,,,,,,,11/10/2015,D,,
56371,,LODIS INVEST LTD.,c/o Rajah & Tann Singapore LLP,"9 Battery Road # 25-01,","Straits Trading Building,",Singapore 049910,,,,,,,,SG,,12/17/2015,D,,
56385,1,UBM LLC,,"2 Penn Plaza, 15th Floor","New York, New York 10121",,,,,,,,11/10/2015,USA,,12/10/2015,D,,Mr. Josh Blank
56398,1,PT JAPFA COMFEED INDONESIA TBK,,Wisma Millenia - 3rd Floor,JI. MT. Haryono Kav. 16,Jakarta 12810,,,,,,,,ID,,1/10/2017,D,,Triastuti Handayani
56406,,WITHROW & TERRANOVA,,"2530 Meridian Parkway, Suite 300","Durham, NC 27713",U.S.A.,,,,,,,,USA,,4/16/2016,D,,
56429,,JAPFA LTD.,,"391B Orchard Road, #18-08",Ngee Ann City Tower B,Singapore 238874,,,,,,,,SG,,12/17/2015,D,,Triastuti Handayani
56438,,"GAVRILOVICH, DODD & LINDSEY LLP",,"4660 La Jolla Village Drive, Suite 750","San Diego, CA 92122",,,858-458-9986,elena.lopez@bbiplaw.com,,,858-869-2203,,USA,,12/17/2015,D,,Elene Lopez
56442,1,LONGSUN LEAD IP LTD.,,"Rm.3-01, Building 3, 1C of West Block,","Yonyou Park, Yongten South Road","Haidian District, Beijing 100094, China",,,,,,,,CH,,6/20/2017,D,,Angela A. Liu
56453,,"STEVENS & SHOWALTER, L..L.P.",,7019 Corporate Way,"Dayton, OH 45459-4238",,,937-438-2124,rshowalter@sspatlaw.com,,,937-438-6848,,,,2/10/2016,D,,ROBERT L. SHOWALTER
56464,,"AUSTASIA FOOD PTE., LTD.",,42A Horne Road Singapore 209066,,,,,,,,,,,,12/22/2015,D,,
56470,,AUTO & GENERAL (SEA) SERVICES PTE. LIMITED,,c/o Rajah & Tann  Singapore LLP,"9 Battery Road, #25-01",Straits Trading Building,,,,,,,,SG,,1/25/2016,D,,
56475,1,NORTHERN TRUST,c/o DENTONS US LLP,P.O. Box #061080,"Wacker Drive Station, Willis Tower",Chicago IL 60606-1080,,312/876-7934,carolanne.been@dentons.com,,,312/876-3122,,USA,,1/30/2017,D,,Carol Anne Been
56485,1,MOSS & BARNETT,,150 South Fifth Street,"Suite 1200, Minneapolis,",MN 55402,,,,,,,,USA,,3/15/2016,D,,Michael A. Bondi
56491,1,JOHNSON & JOHNSON PHILIPPINES 14340,,One Johnson & Johnson Plaza,"New Brunswick, NJ 08933",,,,,,,,,,,2/10/2016,D,,
56506,,MR. NANDKISHOR ADNANI,,26 Seema Row Houses,Ghod Dod Road,Surat Gujarat,,,,,,,,IN,,5/20/2016,D,,Mr. Nandkishor Andani
56517,,"EL POLLO LOCO, INC.",,"3535 Harbor Blvd, Suite 100","Costa Mesa, CA 92626",,,,,,,,,USA,,5/24/2016,D,,
56529,1,YAMAUCHI PATENT ATTORNEYS,,"Nihon Seimei-Takamatsu-Ekimae Building 3F,","1-1-8, Kotobuki-cho",Takmatsu-shi Kagawa,760-0023 Japan,,,,,,,JPN,,4/11/2016,D,,Shin Yamauchi
56538,,BOOMPODS (HK) LIMITED,"Rms 303-304, 3/F Hankaw Ctr, 5-15 Hankow Rd,","Tsim Tsui, Kowloon",,,Hong Kong,,,,,,,HK,,4/12/2016,D,,"Prem Ramchand, Balani"
56542,1,COVINGTON & BURLING LLP,,"265 Strand, London WC2R 1 BH",,,,,lklabackova@cov.com,,,44 207 067 2391,,LDN,,1/17/2018,D,,Lucie Klabackova
56553,,"SIERRA IP LAW, PC","7030 N.Fruit Avenue,","Suite 110, Fresco CA 93711",,,,559-436-4800,dturner@sierraiplaw.com,,,559-436-3834,,,,4/28/2016,D,,Deniece K. Turner
56564,,LOCKE LORD LLP,,Brookfield Place,"200 Vesey Street, 20th Floor","New York, NY 10281",,866-877-3655,danielle.qorman@lockelord.com,,,212-912-2868,,USA,,4/12/2016,D,,DANIELLE GORMAN
56574,1,NISHIMURA & ASAHI,,Otemon Tower,"1-1-2 Otemachi, Chiyoda-ku,","Tokyo 100-8124, Japan",,?6250-7200,,,,?6250-6782,,JPN,,7/28/2016,D,,Chisako Yagi
56575,1,ZACCO SWEDEN AB,,"Ostra Hamngatan 5, Gotherburg,","P.O. Box 5581, SE 114 85",Stockholm Sweden,, 31 711 95 55,,,, 31 725 8100,,SE,,3/14/2016,D,,Magdalena Fredlund
56580,1,PHARM-JANSSEN OUS,,,,,,,,,,,,,8,4/22/2019,D,,
56591,,MINATO MIRAI PATENT FIRM,,"8F, Queen's Tower A","2-3-1, Minatomirai, Nishi-ku, Yokohama,","Kanagawa 220-6008, Japan",,81-45-228-7532,,,,81-45-228-7531,,JPN,,5/2/2016,D,,Tomoto Tsujita
56596,1,TDIP & PARTNERS,,"Suite 806, the North of 8/F, Building 20,","North Olympic Science & Technology Park, No. 1","Baosheng South Road, Haidian Districk, Beijing,",CHINA,86-10-822511345,,,,86-10-62997122,,CH,,6/13/2018,D,,Zhihua Huang
56617,1,ANAQUA SERVICES SAS,"Rue M. Dormoy, BP 7525",64075 Pau Cedex,France,,,,,,,,,FR,,4/13/2016,D,,
56628,,PLAYWORKS EARLY CHILDHOOD CENTERS,,"2/F Aguirre Bldg., 108 HV Dela  Costa Street","Salcedo Village, Makati City",,,,,,,,,,,4/8/2016,,,
56632,,BIRDS EYE FOODS LLC,c/o Fishman Stewart PLLC,39533 Woodward Avenue-Suite 140,"Bloomfield Hills, Michigan 48030",,U.S.A.,,,,,,,USA,,5/11/2016,D,,Michael D. Fishman
56643,,"BEUSSE WOLTER SANKS & MAIRE, PLLC",,"390 North Orange Avenue, Suite 2500","Orlando, FL 32801",,,407-926-7720,tvandyke@bwsmiplaw.com,,,407-926-7726,,,,5/11/2016,D,,Timothy H. Van Dyke
56654,,ORSINGER ORTU-AVVOCAI ASSOCIATI,,"Via Privata Fratelli Gabba, 3",20121 Milano,,, 02-???,matteo.orsingher@orsingher.com,,,02 89075050,,IT,,5/26/2016,D,,FRANCESCO NISI
56663,,"REPUTE CITY INTELLECTUAL PROPERTY CO., LTD.",,"10F-4, No. 67, Songjiang Road,","Taipei City 10455, Taiwan (R.O.C.)",,,886-2-25066156,,,,886-2-25060170,,,,7/18/2016,D,,Claire Tai
56675,,POLAIRE INTELLECTUAL PROPERTY CORPORATION,,"6F, Hitachi Life Bldg., 20-2,","Saiwai-cho 1-chome,","Hitachi, Ibaraki, 317-0073",,,,,,,,JPN,,6/13/2016,D,,Hiromi Yokoi
56680,1,KAIZUKA INTELLECTUAL PROPERTY ATTORNEY,,"Kaikokukan Bldg., #303, Kojima-cho 1-33-11","Chofu City, Tokyo 182-0026, Japan",,,,,,,,,JPN,,2/26/2018,D,,
56691,1,RELX INC.,,c/o Ms. Shari A. Townsend,RELX GROUP,9443 Springboro Pike,"Miamisburg, Ohio 45342",,,,,,,USA,,7/18/2016,D,,
56704,1,EXOTIC CUISINE INC.,,ODC International Plaza,219 Salcedo Street,"Legaspi Village, Makati City",,,,,,,,PH,,12/2/2016,P,,
56706,1,"NISSAN PHILIPPINES, INC.",,"21st Floor, Eco Tower,","32nd Street cor. 9th Avenue,","Bonifacio Global City, Taguig",,,,,,,,PH,,7/29/2016,P,,
56719,,ISHIDA PATENT OFFICE,Patent Attorney Toshio Ishida,"3-14, 1-chome Izumimachi","Chuo-ku, Osaka 540-0019",,,816-6942-6589,,,,81-6-6941-2295,,JPN,,9/21/2016,D,,
56721,1,"NANJING TIAHUA PATENT AGENT CO., LTD.",,Floor 23 Block A1 World Trade Center Building,"No. 67 Shanxi Road, Nanjing, Jiangsu 2100009",,,86-25 8330913,thgoayl@163.com,,,,,CH,,3/9/2017,D,,Tina Gao
56727,,TERA IP & CONSULTING,,"A-1301 Hanshin Intervalley, Techeran-ro 322","Gangnam-gu Seoul 135-918,",,,82-70-8823-3451,teraiplaw@teraiplaw.kr,,,82-2-556-3451,,KR,,8/9/2016,D,,Kim Aera
56737,1,"MR. CRAIG A. CRANDALL, APC",,3034 Deer Valley Avenue,Newbury Park CA 91320,,,,,,,,,USA,,1/17/2017,D,,
56738,1,"PHILIPPINE ART EVENTS, INC.",,"Mezzanine 4 LPL Center, 130 Leviste Street","Salcedo Village, Makati City",,,,,,,,,PH,,8/3/2016,P,,Ms. Geraldine Araneta
56742,1,OGAWA PATENT & TRADEMARK,,"6th Floor, MK Kojimachi Bldg.,","4-2-1, Kojimachi Chiyoda-ku,",Tokyo 102-0083,,813-5275-2305,,,,813-5275-2304,,JPN,,8/3/2016,D,,Keisuke Ogawa
56759,1,ReedSmith LLP,,599 Lexington Avenue,"New York, NY 10022",,,212.521.5450,,,,212.549.0453,,USA,,1/23/2018,D,,Mr. Clark W. Lackert
56763,1,MATSUSHITA GREATWALL CORPORATION PRIVATE LIMITED,c/o Rajah & Tann Singapore LLP,"9 Battery Road, #25-01",Straits Trading Building,Singapore 049910,,,,,,,,SG,,1/10/2017,D,,
56775,1,"ALIOS BIOPHARMA, INC.",Accounting Department,260 E. Grand Avenue 2nd Floor,"South San Francisco, CA 94080",,,,kimberly.miller@knobbe.com,,,,8/24/2016,USA,,8/25/2016,D,,Kimberly Miller
56778,,ASAKAZE PATENT AND TRADMARK OFFICE,,"3th Floor, Plaisir, 2-21-11 Ofuna,","Kamakura-shi, Kanagawa 2470056",,,,,,,,,JPN,,1/17/2017,D,,Ms. C. Machi
56780,,"REED ELSEVIER PROPERTIES, INC.",,c/o Ms. Shari A. Townsend,RELX GROUP,9443 Springboro Pike,,,,,,,,USA,,8/12/2016,D,,
56783,1,MENTOR WORLDWIDE LLC,,"5425 Hollister Avenue, Santa Barbara","CA 93111, USA",,,,,,,,,USA,,2/6/2017,D,,
56786,1,ZICOLaw (Thailand) Limited,Q. House Lumpini Building,Level 17 Unit 1702,No. 1 South Sathorn Road,Bangkok 10120 Thailand,,,,,,,8/30/2016,TH,1,9/23/2016,D,,
56796,1,NEAL GERBER & EISENBERG LLP,,Two North LaSalle Street,"Chicago, Illinois 60602-3801",,,,,,,,,USA,,3/9/2017,D,,William Lenz
56804,1,"ORIENTAL PASTA, INC.",,ODC International Plaza Cond.,"219 Salcedo Street, Legaspi Vil.",Makati City,,,,,,,,PH,,1/24/2017,P,,
56810,1,MARSHALL GERSTEIN BORUN LLP,,233 South Wacker Drive,6300 Willis Tower,Chicago IL 60606-6357,,312-474-0448,tbowden@marshallip.com,,,312-474-6300,,USA,,1/24/2017,D,,
56816,,NORTON ROSE FULBRIGHT,,ABN 320 720 868 049,"Level 18, Grosvenor Place","225 George Street, Sydney NSW 2000",,612-9330-8111,,,,612 9330 8000,9/6/2016,AUS,,9/23/2016,D,,Georgina Hey
56821,1,VON SEIDELS,,"P.O. Box 440, Century City (Cape Town)","7446, South Africa",,, 21 526 2800,,,, 78 126 4446,,AF,,1/7/2019,D,,Hugo Prinsloo
56827,1,ALTERA LAW GROUP LLC,,"121 South 8th Street, Suite 650","Minneapolis, MN 55402",,,,,,,,,USA,,9/28/2016,D,,Jennifer Armstrong
56834,,SANOFI,,55A-520A,"55 Corporate Drive,","Brigdgewater, NJ 08807",,,mohani.sukhdeo@sanofi.com,,,908-981-6956,,USA,,2/17/2017,D,,MOHANI SUKHDEO
56845,1,WESTROCK COMPANY,,"1000 Abernathy Road, NE","Atlanta, GA 30328",,,,,,,,,USA,1,7/17/2018,D,,Kimberly Nix
56852,,MATSUDA & PARTNERS LAW OFFICE,,"Kasahara Bldg., 12F Uchikanda","Chiyoda-ku, Tokyo 101-0047",Japan,,,,,,,,JPN,,4/14/2018,D,,
56857,1,"WARREN DISTRIBUTION, INC.",,727 South  13th Street,"Omaha, NE 65102",,,,,,,,,,,7/26/2017,D,,
